0.000000000000000000e+00 5.078794400000000309e+01
1.394193999999999933e+00 5.115330600000000061e+01
1.426611000000000073e+00 5.139288899999999671e+01
2.541669999999999763e-01 5.146586099999999675e+01
9.325280000000000236e-01 5.159080600000000061e+01
1.765805999999999987e+00 5.247833299999999923e+01
1.301611000000000073e+00 5.293372200000000305e+01
2.827800000000000105e-02 5.289702799999999883e+01
0.000000000000000000e+00 5.288750699999999938e+01
-7.527999999999999969e-03 5.288497199999999765e+01
0.000000000000000000e+00 5.354372200000000248e+01
-2.241940000000000044e-01 5.365080600000000288e+01
-7.808329999999999993e-01 5.369583300000000037e+01
0.000000000000000000e+00 5.376374799999999965e+01
2.799999999999999958e-05 5.376375000000000171e+01
0.000000000000000000e+00 5.376387900000000286e+01
-7.752799999999999969e-02 5.411994399999999672e+01
-1.212555999999999967e+00 5.458083299999999838e+01
-2.137556000000000012e+00 5.591580600000000345e+01
-3.849139000000000088e+00 5.611747199999999935e+01
-2.595861000000000196e+00 5.626749999999999829e+01
-3.377527999999999864e+00 5.638083300000000264e+01
-2.539250000000000007e+00 5.656663900000000211e+01
-1.819166999999999978e+00 5.761083299999999952e+01
-4.438360999999999557e+00 5.748619399999999757e+01
-3.022472000000000047e+00 5.864333299999999838e+01
-5.003360999999999947e+00 5.862791699999999651e+01
-5.072528000000000148e+00 5.781913899999999984e+01
-5.814222000000000001e+00 5.785499999999999687e+01
-5.387527999999999651e+00 5.710830599999999890e+01
-6.229167000000000343e+00 5.672583300000000150e+01
-5.004166999999999810e+00 5.671247199999999822e+01
-5.805861000000000161e+00 5.530250000000000199e+01
-5.315889000000000308e+00 5.585163899999999870e+01
-4.751750000000000362e+00 5.620708299999999724e+01
-4.427527999999999686e+00 5.590330600000000061e+01
-4.884193999999999924e+00 5.594247200000000220e+01
-5.145832999999999657e+00 5.485494400000000326e+01
-4.856722000000000428e+00 5.463125000000000142e+01
-4.856722000000000428e+00 5.486874999999999858e+01
-3.052556000000000047e+00 5.498247200000000134e+01
-3.642527999999999988e+00 5.450833300000000037e+01
-3.151693999999999996e+00 5.406119400000000041e+01
-2.799278000000000155e+00 5.423994400000000127e+01
-3.107556000000000207e+00 5.354586100000000215e+01
-2.680861000000000161e+00 5.335497199999999651e+01
-4.199167000000000094e+00 5.321247199999999822e+01
-4.769167000000000378e+00 5.279500000000000171e+01
-4.058360999999999663e+00 5.292294400000000110e+01
-3.937500000000000000e+00 5.255333300000000207e+01
-5.320833000000000368e+00 5.186080599999999663e+01
-3.403417000000000137e+00 5.138038900000000098e+01
-2.347583000000000197e+00 5.179749999999999943e+01
-3.056722000000000161e+00 5.117705600000000032e+01
-4.230916999999999817e+00 5.118663899999999956e+01
-5.715888999999999776e+00 5.006166699999999992e+01
-3.643361000000000072e+00 5.021869399999999928e+01
-3.476694000000000173e+00 5.068705599999999833e+01
-5.000000000000000104e-03 5.078788899999999984e+01
0.000000000000000000e+00 5.078794400000000309e+01
