0.000000000000000000e+00 5.078794400000000309e+01
2.399999999999999911e-01 5.073208300000000293e+01
7.699439999999999618e-01 5.093372200000000305e+01
9.750280000000000058e-01 5.091038900000000211e+01
1.039139000000000035e+00 5.104836099999999988e+01
1.394193999999999933e+00 5.115330600000000061e+01
1.426611000000000073e+00 5.139288899999999671e+01
8.966110000000000468e-01 5.133958299999999753e+01
7.524999999999999467e-01 5.138750000000000284e+01
9.066670000000000007e-01 5.135288899999999757e+01
9.057500000000000551e-01 5.141494399999999843e+01
7.499719999999999720e-01 5.144627799999999951e+01
6.983059999999999823e-01 5.137952800000000053e+01
5.240829999999999655e-01 5.138997200000000021e+01
6.932779999999999498e-01 5.147372200000000220e+01
2.541669999999999763e-01 5.146586099999999675e+01
9.325280000000000236e-01 5.159080600000000061e+01
8.601109999999999589e-01 5.161783299999999741e+01
9.374169999999999447e-01 5.174336100000000016e+01
6.925000000000000044e-01 5.172663899999999870e+01
9.899719999999999631e-01 5.178458299999999781e+01
9.699440000000000284e-01 5.184875000000000256e+01
1.043360999999999983e+00 5.176788899999999671e+01
1.235861000000000098e+00 5.181583299999999781e+01
1.290805999999999898e+00 5.194663899999999757e+01
1.060750000000000082e+00 5.195000000000000284e+01
1.279139000000000026e+00 5.195577800000000224e+01
1.168277999999999928e+00 5.202958300000000236e+01
1.319944000000000006e+00 5.193038899999999813e+01
1.580861000000000072e+00 5.208494400000000013e+01
1.765805999999999987e+00 5.247833299999999923e+01
1.694193999999999978e+00 5.272997199999999651e+01
1.301611000000000073e+00 5.293372200000000305e+01
5.449720000000000120e-01 5.297705599999999748e+01
3.749170000000000003e-01 5.278288899999999728e+01
2.827800000000000105e-02 5.289702799999999883e+01
0.000000000000000000e+00 5.288750699999999938e+01
-7.527999999999999969e-03 5.288497199999999765e+01
0.000000000000000000e+00 5.289095300000000321e+01
3.574999999999999845e-01 5.317499999999999716e+01
1.674440000000000095e-01 5.347919399999999968e+01
0.000000000000000000e+00 5.354372200000000248e+01
-2.241940000000000044e-01 5.365080600000000288e+01
-2.934169999999999834e-01 5.371372199999999708e+01
-6.145399999999999752e-01 5.370049900000000065e+01
-7.166670000000000540e-01 5.363708299999999696e+01
-7.808329999999999993e-01 5.369583300000000037e+01
-2.650279999999999858e-01 5.374288899999999813e+01
-1.033889999999999948e-01 5.363372199999999879e+01
0.000000000000000000e+00 5.360343999999999909e+01
1.100000000000000006e-01 5.357122199999999879e+01
2.799999999999999958e-05 5.376375000000000171e+01
0.000000000000000000e+00 5.376378400000000113e+01
-2.159169999999999978e-01 5.402577800000000252e+01
-7.752799999999999969e-02 5.411994399999999672e+01
-3.641940000000000177e-01 5.424577800000000138e+01
-5.667219999999999480e-01 5.447952800000000195e+01
-1.136638999999999955e+00 5.464874999999999972e+01
-1.212555999999999967e+00 5.458083299999999838e+01
