Postcode,Latitude,Longitude
ME185PS,51.254878000000005,0.401095
TN1 1YY,51.127021,0.262382
CT179QS,51.12276,1.2962790000000002
TN254PF,51.175571999999995,0.876893
TN185AU,51.062737,0.519807
CT4 7NL,51.281621,1.007045
CT187QA,51.114067999999996,1.1706020000000001
CT146HX,51.224576,1.403659
TN119JL,51.216718,0.24250500000000003
CT118BT,51.336690999999995,1.425606
TN4 0DT,51.153434000000004,0.258683
ME168SU,51.269784,0.500969
TN158FJ,51.287729,0.299989
CT2 7ET,51.288868,1.083357
ME101JX,51.340164,0.725975
TN147AU,51.339315,0.147001
ME123QD,51.421659000000005,0.812287
CT9 1PH,51.386145,1.383586
DA1 5HT,51.447761,0.224189
TN249PQ,51.159856,0.890848
TN157AE,51.308308000000004,0.310374
CT119HY,51.331895,1.4179540000000002
TN235QR,51.135373,0.862741
DA2 6LG,51.435303999999995,0.24877800000000003
DA4 0EU,51.365866,0.207762
TN157DR,51.309963,0.306238
TN307LQ,51.0657,0.682806
DA118NJ,51.424772,0.34429499999999996
CT2 0JG,51.305514,1.128541
CT2 7BB,51.295307,1.073459
ME172NR,51.217902,0.683057
CT9 3PB,51.38637,1.406863
CT5 4JB,51.351753,1.023889
ME123SE,51.417623999999996,0.812485
TN2 4HZ,51.148457,0.330377
CT149YD,51.221804,1.3826260000000001
CT203PN,51.08395,1.146894
CT1 1SX,51.277076,1.092892
ME173FL,51.237778999999996,0.567617
TN248SG,51.148931,0.8728469999999999
TN120JT,51.180662,0.547755
CT9 1TA,51.383071,1.386952
ME174NS,51.229262,0.5104449999999999
CT1 3NX,51.269537,1.091238
ME6 5NB,51.328649,0.441625
BR8 8EW,51.372357,0.15423599999999998
CT179EN,51.115843,1.305504
ME157SR,51.268284,0.529331
CT154BS,51.196993,1.271786
ME143BE,51.306464,0.513782
TN2 3UE,51.156708,0.296069
TN125JP,51.209394,0.37214
ME144PD,51.276603,0.566884
ME123RE,51.414644,0.803774
ME207AF,51.301696,0.495774
ME160EF,51.278949,0.49333599999999994
TN263SL,51.072226,0.776922
CT1 1NY,51.280875,1.086494
CT130PY,51.245843,1.301281
ME158AT,51.252615999999996,0.55338
CT5 2FD,51.360928,1.06659
TN1 1SS,51.128114000000004,0.268152
TN156EH,51.340854,0.264812
TN173HE,51.096117,0.53622
DA124PS,51.415502000000004,0.399279
TN147HB,51.327448,0.13149
CT149WF,51.223101,1.3856870000000001
ME171EQ,51.213553000000005,0.596396
TN1 2JB,51.142389,0.27315500000000004
DA117LG,51.428762,0.365906
CT4 6EL,51.210823,1.0851549999999999
CT5 2DA,51.363898999999996,1.0364440000000001
ME160QX,51.280808,0.491358
TN2 5NY,51.115564,0.25022
TN129JJ,51.172768,0.488291
DA2 7HY,51.419033,0.256407
TN231JR,51.150822,0.866915
ME207HQ,51.318317,0.476268
CT188BS,51.112712,1.095373
ME3 7LF,51.433079,0.466629
CT9 3ND,51.384207,1.409778
TN1 2RU,51.137036,0.26907600000000004
ME186AU,51.206635999999996,0.441508
TN278AP,51.115386,0.645259
TN9 1DR,51.195639,0.275403
TN156YP,51.297729,0.24721100000000001
CT9 3RN,51.381152,1.404735
TN158EB,51.294947,0.311123
DA122JG,51.435586,0.39871999999999996
CT126DB,51.344964000000004,1.40442
ME105BG,51.348708,0.7131970000000001
BR8 7PT,51.406431,0.163574
DA110BJ,51.445004,0.369437
TN2 3BP,51.150453999999996,0.284348
ME121RN,51.442059,0.751196
ME159ZX,51.240375,0.5550229999999999
DA5 2HJ,51.427769,0.17194700000000002
TN8 5LG,51.205023,0.051074
CT214BT,51.078145,1.075972
CT1 1YB,51.269376,1.105682
TN8 7NR,51.201738,0.12326199999999998
TN288DS,50.984901,0.934275
CT202NX,51.078595,1.155195
DA1 5DX,51.452161,0.234925
TN290DH,51.023539,0.9525870000000001
TN173HJ,51.09578,0.537245
ME172QQ,51.237322999999996,0.723428
TN172NR,51.120433,0.48621899999999996
CT187GY,51.108955,1.157135
ME173DE,51.215338,0.6131800000000001
CT2 7SZ,51.28539,1.069899
DA4 0AZ,51.371471,0.21998600000000001
ME9 8AA,51.313565000000004,0.718399
ME101AB,51.340728999999996,0.732571
DA118BB,51.430458,0.345521
ME160AU,51.276825,0.494684
DA139LS,51.420675,0.30648600000000004
TN120SH,51.162965,0.555434
CT5 1HU,51.359973,1.028784
TN4 0UP,51.17197,0.25214899999999996
TN235RZ,51.132355,0.8563360000000001
TN104QZ,51.211584,0.287501
ME101JR,51.339492,0.725162
CT6 7DU,51.356846999999995,1.143633
DA130HG,51.378424,0.357978
DA125PF,51.428862,0.376544
ME124JU,51.419343,0.8690370000000001
CT215TG,51.077649,1.1147209999999999
ME1 3UW,51.349138,0.45833999999999997
ME1 3FP,51.339081,0.456725
TN254BL,51.220099,0.867956
ME115HE,51.409269,0.745129
ME141JU,51.276457,0.518997
CT7 0HQ,51.357347999999995,1.3432870000000001
TN139EH,51.270282,0.191708
ME173PA,51.229695,0.6295229999999999
TN249DL,51.165424,0.8846729999999999
TN133EL,51.285807,0.176127
TN239SR,51.146271,0.878245
ME160NT,51.288515999999994,0.49257799999999996
ME145DU,51.274497,0.534792
TN110HA,51.231631,0.334779
CT8 8BY,51.377390999999996,1.341056
TN8 5FH,51.19849,0.063581
CT216NA,51.064169,1.056345
CT161BH,51.127078999999995,1.3111959999999998
TN279SP,51.167466,0.629498
CT155AB,51.162211,1.271957
TN257FE,51.114507,0.8824420000000001
CT157AE,51.105435,1.246823
TN128AU,51.133903000000004,0.444101
CT5 3NG,51.347781,1.0614729999999999
TN4 0UU,51.169983,0.24226799999999998
DA118EJ,51.425027,0.340525
CT4 5LA,51.245899,1.125781
TN158RG,51.290749,0.304171
ME159UU,51.244328,0.524149
DA4 0AX,51.371953000000005,0.217797
TN1 2NB,51.132381,0.267475
ME123RU,51.413095,0.802945
DA117DT,51.429873,0.35631
CT3 1FQ,51.307041999999996,1.226501
CT103AD,51.365588,1.4303649999999999
ME101LT,51.337564,0.7267399999999999
ME156ZY,51.257582,0.521764
CT155LD,51.170134000000004,1.347992
CT155EW,51.153029,1.322008
TN150PE,51.270998999999996,0.27015
DA117BW,51.43201,0.355155
ME137BP,51.319453,0.895551
DA110LZ,51.435427000000004,0.358265
DA125PS,51.427065,0.37952800000000003
CT118NL,51.335622,1.420931
ME206HS,51.303535,0.43321899999999997
CT4 6TH,51.152941999999996,1.111453
