date,DIS,FB,SBUX,WMT,WST
2015-11-12,110.2707,108.02,57.7345,51.9845,60.2162
2015-11-13,108.9707,103.95,56.4772,51.5007,60.6467
2015-11-16,109.9955,104.04,57.3658,52.8243,61.2338
2015-11-17,110.1947,105.13,57.2429,54.6955,61.6937
2015-11-18,112.102,107.77,58.4247,55.6175,61.635
2015-11-19,112.6429,106.26,58.1032,55.4075,60.9598
2015-11-20,113.9334,107.32,58.6043,54.8325,60.9011
2015-11-23,113.3166,106.95,59.2188,55.0059,61.3219
2015-11-24,111.9217,105.74,58.5759,54.6955,62.3199
2015-11-25,112.6049,105.41,58.7934,54.9876,62.2514
2015-11-27,109.2459,105.45,58.7839,54.6682,62.7505
2015-11-30,107.6707,104.24,58.0371,53.7097,61.6937
2015-12-01,109.4926,107.12,58.0182,53.8466,62.5841
2015-12-02,108.1736,106.07,57.8763,53.7085,62.3591
2015-12-03,106.1714,104.38,56.2976,54.3436,60.6467
2015-12-04,108.4013,106.18,58.3774,54.9143,61.4491
2015-12-07,108.0123,105.61,58.5097,55.6875,60.8131
2015-12-08,106.7313,106.49,58.765,54.8683,62.0655
2015-12-09,105.7729,104.6,57.8385,54.4265,61.4784
2015-12-10,105.7729,105.42,58.4908,54.8223,61.6839
2015-12-11,103.1753,102.12,56.5528,54.6382,60.2553
2015-12-14,104.4264,104.66,56.6473,55.5863,60.0988
2015-12-15,107.1098,104.55,56.7041,54.8959,60.5391
2015-12-16,108.6664,106.79,57.0539,55.5034,61.2925
2015-12-17,106.9666,106.22,56.2645,54.2884,60.7152
2015-12-18,102.8697,104.04,55.4183,54.1688,59.316
2015-12-21,101.7906,104.77,56.2881,54.8131,59.4334
2015-12-22,101.9339,105.51,56.7135,55.7243,59.7563
2015-12-23,100.807,104.63,57.0444,56.2306,59.6095
2015-12-24,101.0935,105.02,57.0255,55.9913,60.2945
2015-12-28,102.4209,105.93,56.9026,55.9176,60.7446
2015-12-29,102.2586,107.26,57.7913,56.7092,60.8424
2015-12-30,101.5519,106.22,57.4982,56.7736,60.6467
2015-12-31,100.3486,104.66,56.7513,56.4239,58.9246
2016-01-04,98.3432,102.22,55.078,56.5711,56.3609
2016-01-05,96.3568,102.73,55.4467,57.915,55.6466
2016-01-06,95.8411,102.97,54.9551,58.4949,56.0185
2016-01-07,95.0199,97.92,53.5938,59.8572,54.7856
2016-01-08,94.7811,97.33,53.537,58.4857,54.2474
2016-01-11,95.421,97.51,54.662,59.1116,54.0126
2016-01-12,96.8916,99.37,56.2125,58.5593,54.8541
2016-01-13,94.0458,95.44,54.7093,56.9946,54.5997
2016-01-14,94.6474,98.37,55.7587,58.0439,55.5879
2016-01-15,89.672,94.97,54.8322,57.0038,55.1369
2016-01-19,89.7389,95.26,55.3522,57.5836,55.9213
2016-01-20,88.3732,94.35,53.8112,56.0005,57.0784
2016-01-21,89.7866,94.16,55.806,56.9577,55.6958
2016-01-22,92.5369,97.94,55.9383,57.7033,56.8136
2016-01-25,90.9994,97.01,54.5581,58.4028,56.1272
2016-01-26,91.9353,97.34,55.4089,58.9091,56.1566
2016-01-27,90.0731,94.45,54.4824,58.8631,55.7056
2016-01-28,89.3187,109.11,56.047,59.1116,53.97
2016-01-29,91.5056,112.21,57.4509,61.0814,56.1076
2016-02-01,90.8657,115.09,58.0465,62.1307,55.9801
2016-02-02,88.9271,114.61,57.5675,61.5416,55.7742
2016-02-03,90.8562,112.69,56.4625,60.9985,55.7546
2016-02-04,91.1331,110.49,55.2864,61.1366,54.9506
2016-02-05,89.672,104.07,51.6822,61.6705,53.5974
2016-02-08,87.9722,99.75,51.3503,61.5784,54.7152
2016-02-09,88.1632,99.54,51.6159,60.5751,54.4603
2016-02-10,84.8494,101.0,52.2988,60.5567,54.5779
2016-02-11,86.2437,101.91,52.0901,60.1241,53.5778
2016-02-12,87.0458,102.01,52.9817,60.9157,54.1073
2016-02-16,88.7266,101.61,53.5033,60.658,55.2153
2016-02-17,91.2,105.2,54.6604,60.8513,55.7644
2016-02-18,90.8848,103.47,54.025,59.0196,55.0976
2016-02-19,90.732,104.57,54.6984,59.5166,58.0589
2016-02-22,92.0308,107.16,55.8366,60.4094,58.2943
2016-02-23,91.0854,105.46,55.4477,61.1918,58.4806
2016-02-24,91.1331,106.88,55.1157,61.7809,60.5397
2016-02-25,91.3432,108.07,55.7227,62.6277,61.285
2016-02-26,91.0185,107.92,55.3339,61.2194,61.687
2016-02-29,91.2191,106.92,55.2106,61.063,60.8143
2016-03-01,93.2532,109.82,56.9463,61.1734,62.3636
2016-03-02,92.6324,109.95,56.491,60.9433,62.5793
2016-03-03,94.3705,109.58,55.9978,60.8789,62.9029
2016-03-04,94.0458,108.39,55.6753,61.468,63.2461
2016-03-07,94.9148,105.73,55.0114,62.4897,63.5991
2016-03-08,93.4155,105.93,54.632,62.6277,62.697
2016-03-09,93.2627,107.51,54.1293,62.6185,62.9127
2016-03-10,92.6706,107.32,54.5561,62.5072,62.6479
2016-03-11,93.5301,109.41,54.6225,62.2847,63.854
2016-03-14,94.3609,109.89,55.6279,62.4609,63.5991
2016-03-15,93.8166,110.67,56.0357,63.1378,63.4128
2016-03-16,94.0076,112.18,56.5953,63.045,63.4422
2016-03-17,95.1154,111.02,56.4815,62.5443,63.4912
2016-03-18,94.7334,111.45,56.6238,62.0807,64.207
2016-03-21,94.0267,111.85,56.0547,63.0265,64.1286
2016-03-22,93.1863,112.25,56.3203,62.9338,65.0797
2016-03-23,92.4701,112.54,55.7986,62.5536,64.0992
2016-03-24,92.8425,113.05,55.3528,63.0543,64.0796
2016-03-28,93.6734,113.69,55.9219,63.1656,65.1484
2016-03-29,93.7402,116.14,56.4815,63.0821,67.5311
2016-03-30,94.4564,114.7,56.9178,63.7961,67.1291
2016-03-31,94.8384,114.1,56.6238,63.5087,67.9724
2016-04-01,94.6092,116.06,57.8758,64.0372,69.1981
2016-04-04,94.2368,112.55,57.1454,64.0743,68.6098
2016-04-05,92.6324,112.22,56.9463,63.6478,68.0312
2016-04-06,93.0908,113.71,57.6956,64.0187,68.4627
2016-04-07,91.8303,113.64,58.018,63.2583,67.5507
2016-04-08,92.0785,110.63,57.8947,63.1099,67.9528
2016-04-11,91.9353,108.99,57.762,62.4979,67.335
2016-04-12,92.9667,110.61,56.4341,63.7961,68.747
2016-04-13,95.0008,110.51,57.1075,64.1207,69.6295
2016-04-14,94.189,110.84,57.0316,63.7961,69.757
2016-04-15,94.1508,109.64,57.392,64.0372,69.9139
2016-04-18,96.9107,110.45,57.7525,64.779,70.3166
2016-04-19,98.0185,112.29,57.762,64.6956,70.68
2016-04-20,98.6201,112.42,57.762,64.1763,70.6702
2016-04-21,98.2763,113.44,57.5153,63.4901,70.4934
2016-04-22,99.0976,110.56,54.7079,63.7219,71.0827
2016-04-25,99.8616,110.1,54.7932,64.4174,70.9845
2016-04-26,100.1672,108.76,54.7458,64.2598,70.6702
2016-04-27,100.5396,108.89,53.9681,64.371,70.8175
2016-04-28,99.3459,116.73,53.5128,63.8981,70.9845
2016-04-29,98.6106,117.58,53.3326,62.0065,69.9335
2016-05-02,99.661,118.57,54.4044,62.6741,70.572
2016-05-03,99.1072,117.43,53.5382,62.127,69.4719
2016-05-04,99.0021,118.06,53.6715,62.3032,68.7647
2016-05-05,100.2054,117.81,53.5382,62.3218,69.4326
2016-05-06,100.7879,119.49,53.5954,63.2861,69.1379
2016-05-09,100.5969,119.24,53.9094,63.9352,69.9826
2016-05-10,101.8002,120.5,54.7185,63.7903,70.5523
2016-05-11,97.6842,119.52,53.5192,62.0342,70.9943
2016-05-12,97.1304,120.28,53.5858,62.4452,70.0023
2016-05-13,95.9939,119.81,53.129,60.661,70.3854
2016-05-16,95.8411,118.67,52.853,61.6699,71.9373
2016-05-17,95.4401,117.35,52.2343,60.8105,69.8648
2016-05-18,94.5424,117.65,52.1581,58.989,69.9335
2016-05-19,93.9789,116.81,51.9202,64.6403,69.9925
2016-05-20,95.2873,117.35,51.9868,65.2568,71.4363
2016-05-23,94.7143,115.97,51.9678,64.9206,71.014
2016-05-24,95.0294,117.7,52.7673,65.6118,72.7132
2016-05-25,95.3637,117.89,52.4913,65.836,72.4873
2016-05-26,95.3159,119.47,52.6245,66.1816,72.3891
2016-05-27,95.7743,119.38,52.4913,66.0882,73.2534
2016-05-31,94.7525,118.81,52.2438,66.1162,73.7445
2016-06-01,94.084,118.78,52.1772,65.8547,73.8526
2016-06-02,94.275,118.93,51.9868,66.275,74.383
2016-06-03,94.3036,118.47,51.9773,66.2003,73.9115
2016-06-06,94.3323,118.79,52.9101,66.3684,74.0392
2016-06-07,93.9216,117.76,52.634,66.3497,74.9134
2016-06-08,93.6256,118.39,52.5579,66.5833,75.6991
2016-06-09,93.4346,118.56,52.9005,66.4058,76.0429
2016-06-10,92.9571,116.62,52.22,66.4525,75.267
2016-06-13,93.1768,113.95,52.3866,65.8827,74.4812
2016-06-14,93.9694,114.94,52.891,66.275,74.0392
2016-06-15,93.8452,114.6,52.6816,66.4338,73.5579
2016-06-16,93.9503,114.39,52.853,66.602,73.7052
2016-06-17,94.5424,113.02,52.6436,66.275,72.5757
2016-06-20,95.0867,113.37,52.7102,66.4151,73.5186
2016-06-21,94.3705,114.38,53.1195,66.7514,73.3123
2016-06-22,94.3418,113.91,52.9291,67.0223,73.7936
2016-06-23,94.5615,115.08,53.424,67.3492,74.4124
2016-06-24,91.4101,112.08,52.0439,67.2185,71.5542
2016-06-27,90.1304,108.97,51.1017,66.7888,70.3166
2016-06-28,91.7252,112.7,52.2057,66.7981,72.723
2016-06-29,92.6133,114.16,54.0046,67.6855,72.9588
2016-06-30,93.4155,114.28,54.3663,68.2086,74.5303
2016-07-01,93.6161,114.19,54.2426,68.0125,75.2768
2016-07-05,93.2627,114.0,54.0332,68.3207,74.5401
2016-07-06,94.0172,116.7,54.0141,68.9559,74.6187
2016-07-07,94.6616,115.85,54.1664,68.685,74.9428
2016-07-08,95.8256,117.24,53.7857,68.9746,75.9054
2016-07-11,96.1718,117.87,53.6049,69.1801,76.3474
2016-07-12,96.3835,117.93,54.7089,68.4421,77.1724
2016-07-13,96.0757,116.78,53.7572,68.7691,76.534
2016-07-14,96.1622,117.29,54.8136,68.8438,76.8974
2016-07-15,95.9987,116.86,54.6423,68.8158,76.4063
2016-07-18,96.3354,119.37,54.1759,68.9746,76.1899
2016-07-19,95.6813,120.61,54.0237,68.8064,76.1801
2016-07-20,94.4789,121.92,54.7661,68.9279,77.2032
2016-07-21,94.2769,120.61,54.8232,68.6757,76.1506
2016-07-22,93.9883,121.0,55.1087,68.7037,76.7507
2016-07-25,93.6805,121.63,55.1563,68.8905,76.2391
2016-07-26,93.0072,121.22,55.4989,68.8718,76.79
2016-07-27,92.6609,123.34,55.0611,68.4889,77.154
2016-07-28,92.2569,125.0,55.4038,68.4141,78.6984
2016-07-29,92.2953,123.94,55.2515,68.1619,78.9739
2016-08-01,91.901,124.31,54.8517,68.9185,79.633
2016-08-02,91.3911,123.09,54.1831,68.3114,79.4953
2016-08-03,92.43,122.51,53.4286,68.1339,79.6428
2016-08-04,91.5354,124.36,52.9319,68.4702,80.174
2016-08-05,92.1799,125.15,53.3904,68.8999,80.4003
2016-08-08,92.103,125.26,52.8746,68.5075,79.328
2016-08-09,92.9879,125.06,52.7218,68.6944,80.0068
2016-08-10,94.1326,124.88,53.123,69.5502,80.2724
2016-08-11,94.046,124.9,52.9797,69.4091,80.0658
2016-08-12,93.1514,124.88,52.9797,69.4938,79.6822
2016-08-15,93.4015,123.9,52.7696,68.9577,79.8592
2016-08-16,93.1899,123.3,52.8842,68.5533,78.905
2016-08-17,93.1803,124.37,53.2949,68.5909,78.8165
2016-08-18,92.9687,123.91,53.037,69.8794,79.8101
2016-08-19,92.7186,123.56,52.4735,68.478,80.4298
2016-08-22,92.2184,124.15,53.3426,68.3746,80.2331
2016-08-23,92.3146,124.37,53.8679,67.688,80.0166
2016-08-24,92.1703,123.48,54.527,67.9325,79.7412
2016-08-25,91.9106,123.89,54.718,66.9826,79.7314
2016-08-26,91.5835,124.96,54.718,66.9074,80.2331
2016-08-29,91.2565,126.54,54.25,67.1519,81.266
2016-08-30,91.2469,125.84,53.8679,67.0673,81.1086
2016-08-31,90.8621,126.12,53.7056,67.1895,80.4987
2016-09-01,90.6697,126.17,53.782,68.5063,80.4003
2016-09-02,90.8236,126.51,53.6578,68.1865,82.6629
2016-09-06,90.2272,129.73,53.505,68.6567,82.1415
2016-09-07,90.1407,131.05,53.7915,67.7727,82.0923
2016-09-08,90.5062,130.27,52.8173,67.5563,81.1676
2016-09-09,88.8998,127.1,51.91,66.1174,78.8854
2016-09-12,90.0733,128.69,52.2538,67.6598,81.0004
2016-09-13,89.1691,127.21,51.5566,67.2084,78.846
2016-09-14,88.7459,127.77,51.4802,67.2648,79.4461
2016-09-15,88.9768,128.35,51.6807,68.0924,81.1578
2016-09-16,89.0345,129.07,51.3274,68.5345,80.0658
2016-09-19,89.1018,128.65,50.6301,67.8009,79.997
2016-09-20,89.4096,128.64,50.9071,67.688,79.997
2016-09-21,88.8709,129.94,51.5566,67.8949,73.7503
2016-09-22,89.8521,130.08,51.9482,67.9702,73.406
2016-09-23,89.7174,127.96,51.9864,68.0454,71.3696
2016-09-26,88.4573,127.31,51.6139,67.3588,70.622
2016-09-27,88.2265,128.69,51.7572,68.0266,72.314
2016-09-28,88.6882,129.23,51.5566,67.5187,73.5437
2016-09-29,88.3034,128.09,51.0504,66.5218,72.5403
2016-09-30,89.323,128.27,51.7094,67.8291,73.2879
2016-10-03,88.9671,128.77,51.4229,67.7256,73.2682
2016-10-04,89.0633,128.19,51.1268,67.4811,72.0583
2016-10-05,88.9287,128.47,50.9549,67.4059,72.7665
2016-10-06,89.2942,128.74,50.7543,65.2333,73.6913
2016-10-07,88.9671,128.99,51.0599,64.6126,74.2126
2016-10-10,88.9671,130.24,50.9071,63.9354,74.37
2016-10-11,88.3611,128.88,50.5442,63.3805,72.9633
2016-10-12,87.9283,129.05,50.7734,63.4463,72.7469
2016-10-13,87.6493,127.82,50.5728,64.1705,71.8812
2016-10-14,87.8225,127.88,50.697,64.3774,71.6549
2016-10-17,87.3704,127.54,50.3914,64.1611,71.5564
2016-10-18,87.6974,128.57,50.2481,64.7725,71.9112
2016-10-19,88.4285,130.11,50.7638,64.7913,71.6747
2016-10-20,88.5247,130.0,51.1841,64.6408,71.4381
2016-10-21,89.4866,132.07,51.2223,64.274,70.6399
2016-10-24,89.8136,133.28,51.7476,65.0734,71.1228
2016-10-25,89.2172,132.29,51.2605,65.2333,70.0979
2016-10-26,89.929,131.04,51.2223,65.4496,69.546
2016-10-27,90.4389,129.69,51.1841,65.6753,71.3692
2016-10-28,90.2753,131.29,51.1268,65.8258,72.2364
2016-10-31,89.1595,130.99,50.6874,65.854,74.9268
2016-11-01,88.8709,129.5,50.143,65.1769,73.1825
2016-11-02,88.4092,127.17,50.6015,65.3179,73.35
2016-11-03,89.8136,120.0,49.4458,65.4872,73.5668
2016-11-04,88.9287,120.75,50.3818,65.0452,74.2961
2016-11-07,90.8332,122.15,52.0437,65.6283,76.2867
2016-11-08,90.7851,124.22,52.1678,65.6377,76.4444
2016-11-09,91.0352,123.18,52.1296,66.8698,76.4346
2016-11-10,91.3431,120.8,51.165,67.1425,76.3754
2016-11-11,93.9594,119.02,51.5088,66.992,76.4247
2016-11-14,94.1903,115.08,51.7858,66.2961,76.0995
2016-11-15,93.9787,117.2,52.3807,67.1707,78.1592
2016-11-16,95.3446,116.34,53.1963,67.1425,78.376
2016-11-17,95.5851,117.79,53.5897,65.0734,79.0264
2016-11-18,94.4981,117.02,53.513,64.4621,78.9771
2016-11-21,93.9114,121.77,53.8296,65.2427,79.1447
2016-11-22,93.9883,121.47,54.8083,65.9481,79.3615
2016-11-23,94.5174,120.84,55.2593,66.6158,80.3174
2016-11-25,95.056,120.38,55.1058,66.992,80.8496
2016-11-28,95.2003,120.41,55.2593,66.9544,80.4948
2016-11-29,95.8737,120.87,55.8158,67.1237,81.1452
2016-11-30,95.3446,118.42,55.6239,66.2396,79.9725
2016-12-01,95.1715,115.1,56.1421,66.4654,78.5632
2016-12-02,94.7482,115.4,54.8947,66.6629,79.4009
2016-12-05,96.1526,117.43,55.173,65.7788,80.278
2016-12-06,96.8259,117.31,55.1154,66.1738,82.18
2016-12-07,98.1053,117.95,56.382,66.8747,82.2687
2016-12-08,100.2087,118.91,56.2764,66.6285,83.0078
2016-12-09,101.6433,119.68,56.3724,66.3822,82.9881
2016-12-12,100.8679,117.77,56.3916,67.8883,83.2246
2016-12-13,100.6643,120.31,56.9097,68.0114,83.2542
2016-12-14,100.8582,120.21,56.3724,67.5757,83.4315
2016-12-15,101.1878,120.57,55.3745,67.3294,84.0623
2016-12-16,100.7225,119.87,55.3265,67.2347,83.402
2016-12-19,102.0698,119.24,55.3169,67.803,83.7765
2016-12-20,102.2249,119.09,55.3649,68.0304,83.0275
2016-12-21,102.3219,119.04,55.1154,67.481,83.3921
2016-12-22,102.1862,117.4,54.7987,65.918,82.7023
2016-12-23,101.9244,117.27,54.7028,65.8707,82.8304
2016-12-27,101.9438,118.01,54.5589,66.0222,83.5695
2016-12-28,101.1005,116.92,54.0695,65.6528,83.5202
2016-12-29,101.3525,116.35,54.0407,65.6054,83.9933
2016-12-30,101.023,115.05,53.2731,65.4728,83.5991
2017-01-03,102.8259,116.86,53.11,65.0371,82.8501
2017-01-04,104.1442,118.69,53.7241,65.416,84.0623
2017-01-05,104.086,120.67,54.175,65.5581,83.7962
2017-01-06,105.637,123.41,54.8179,64.6582,85.373
2017-01-09,105.036,124.9,55.8446,65.0845,85.5799
2017-01-10,105.0554,124.35,55.5376,64.6298,86.4274
2017-01-11,106.0828,126.09,55.7487,64.914,84.7225
2017-01-12,104.2314,126.62,55.6815,64.3835,84.762
2017-01-13,104.7452,128.34,55.5088,63.5878,84.7521
2017-01-17,104.6579,127.87,55.6527,64.8098,83.163
2017-01-18,104.8421,127.92,56.0845,64.5161,83.2518
2017-01-19,103.9891,127.55,55.5472,64.052,82.63
2017-01-20,104.3574,127.04,55.3265,63.6352,82.4524
2017-01-23,103.834,128.93,55.4224,63.1332,81.3272
2017-01-24,104.5901,129.37,56.0749,63.8436,83.2025
2017-01-25,104.7258,131.48,56.3244,63.3605,83.4492
2017-01-26,104.7452,132.78,56.0941,63.2089,82.6991
2017-01-27,105.9471,132.18,53.8488,62.1954,82.6103
2017-01-30,107.5368,130.98,53.6377,62.9153,82.3438
2017-01-31,107.2557,130.32,52.9852,63.2184,83.5282
2017-02-01,107.8858,133.23,51.7186,62.7353,83.3999
2017-02-02,107.217,130.84,51.6899,63.1805,83.4394
2017-02-03,106.9165,130.98,52.8317,62.9911,85.3048
2017-02-06,106.2089,132.06,53.4746,62.8964,84.5053
2017-02-07,105.6563,131.84,53.2433,63.3605,84.5448
2017-02-08,105.6563,134.2,53.224,64.232,84.8804
2017-02-09,106.1313,134.14,53.7927,65.4349,84.8804
2017-02-10,105.9084,134.19,54.1878,64.4309,84.7915
2017-02-13,106.2864,134.05,54.0818,64.1941,85.2949
2017-02-14,106.9455,133.85,54.5348,65.0371,85.7983
2017-02-15,106.8001,133.44,54.8047,65.0655,85.8279
2017-02-16,107.3139,133.84,54.6794,65.236,80.9917
2017-02-17,106.6838,133.53,55.277,65.7096,82.0477
2017-02-21,106.6354,133.72,55.4601,67.6799,82.3833
2017-02-22,106.742,136.12,55.489,67.9262,82.1563
2017-02-23,106.3639,135.36,55.5565,67.5473,82.6794
2017-02-24,106.9358,135.44,55.4023,68.5703,83.0347
2017-02-27,106.8486,136.41,54.7276,67.9546,82.6597
2017-02-28,106.7129,135.54,54.8143,67.1873,81.3963
2017-03-01,107.6338,137.42,55.0746,66.7327,83.3407
2017-03-02,107.1976,136.76,55.0553,67.0263,81.8602
2017-03-03,107.8276,137.17,55.036,66.3348,80.6462
2017-03-06,107.2751,137.42,54.6312,66.1927,80.3304
2017-03-07,107.4593,137.3,54.1686,66.1833,80.133
2017-03-08,107.4399,137.72,53.7252,66.6031,79.4421
2017-03-09,107.6241,138.24,53.1951,66.6603,80.2317
2017-03-10,107.5174,138.79,52.5589,66.8893,80.3205
2017-03-13,108.099,139.6,52.6553,66.7462,80.893
2017-03-14,108.8648,139.32,52.3083,67.481,80.6067
2017-03-15,108.4383,139.72,52.5686,67.3474,81.8602
2017-03-16,108.2832,139.99,52.8192,67.2138,81.1496
2017-03-17,108.3317,139.84,53.7637,66.689,81.6332
2017-03-20,109.2525,139.94,53.7927,66.7748,81.574
2017-03-21,108.322,138.51,53.5324,66.6985,79.0868
2017-03-22,108.6419,139.59,53.8698,67.0325,78.7709
2017-03-23,108.7969,139.53,53.8312,66.6603,78.5439
2017-03-24,108.7,140.34,54.7565,66.4218,79.9751
2017-03-27,108.9327,140.32,55.1613,66.4695,80.0442
2017-03-28,109.5821,141.76,55.277,67.0993,80.4192
2017-03-29,109.0781,142.65,55.4601,67.5,80.6265
2017-03-30,109.7081,142.41,56.0577,68.3111,80.8831
2017-03-31,109.9117,142.05,56.2794,68.7787,80.5475
2017-04-03,109.7275,142.28,56.3276,68.5401,80.9226
2017-04-04,109.5724,141.73,56.2119,68.7119,79.7678
2017-04-05,109.5336,141.85,56.1155,68.3684,79.1065
2017-04-06,109.5821,141.17,55.8264,68.1584,79.1263
2017-04-07,109.1265,140.78,55.9228,69.5611,78.5143
2017-04-10,108.9811,141.04,55.8553,69.7138,77.9912
2017-04-11,109.6015,139.92,55.7878,70.0668,78.2873
2017-04-12,109.5724,139.58,55.4987,70.0764,78.1393
2017-04-13,109.7275,139.39,55.4312,69.7997,77.5866
2017-04-17,110.2897,141.42,55.9806,70.1241,78.3775
2017-04-18,110.6871,140.96,56.2409,70.5058,78.941
2017-04-19,110.2412,142.27,56.9059,70.6775,79.6825
2017-04-20,111.2687,143.8,57.9083,71.3741,80.938
2017-04-21,110.9295,143.68,58.4192,71.5077,80.9677
2017-04-24,110.2122,145.47,58.9011,71.355,81.5015
2017-04-25,111.6468,146.49,58.7565,71.6126,81.9266
2017-04-26,112.0345,146.56,59.3348,71.9752,83.0438
2017-04-27,112.2865,147.7,59.0842,71.9848,91.6348
2017-04-28,112.0539,150.25,57.889,71.7367,90.9823
2017-05-01,111.2106,152.46,58.0047,71.7844,92.139
2017-05-02,110.8616,152.78,58.3131,72.0611,93.1968
2017-05-03,108.196,151.8,58.3999,72.2901,93.3056
2017-05-04,107.7598,150.85,58.6312,72.8435,94.7193
2017-05-05,108.5546,150.24,58.7469,72.9962,95.4509
2017-05-08,108.0021,151.06,58.7372,72.6336,95.1444
2017-05-09,108.6322,150.48,59.0179,73.2061,94.4524
2017-05-10,106.2961,150.29,58.7082,73.6769,93.8098
2017-05-11,106.2185,150.04,58.3307,73.1293,93.7999
2017-05-12,106.3252,150.33,58.0017,72.7259,93.3451
2017-05-15,105.7824,150.19,58.5049,73.283,94.4722
2017-05-16,104.6676,149.78,58.0501,72.1495,95.1543
2017-05-17,103.0489,144.85,57.8081,72.1591,94.9368
2017-05-18,103.4075,147.66,57.8952,74.4838,93.9976
2017-05-19,104.2217,148.06,59.3856,75.6653,94.225
2017-05-22,104.3284,148.24,59.2598,75.4539,94.4919
2017-05-23,103.7371,148.07,59.1824,75.3963,94.2151
2017-05-24,104.4059,150.04,59.8986,75.0697,94.5315
2017-05-25,103.9794,151.96,60.8761,75.2234,95.3718
2017-05-26,105.0844,152.13,61.2632,75.0505,95.9353
2017-05-30,105.0166,152.38,61.2245,75.0697,96.2517
2017-05-31,104.6289,151.46,61.5633,75.502,95.9155
2017-06-01,104.8906,151.53,61.6987,76.6643,97.7642
2017-06-02,103.8922,153.61,62.4924,76.4818,97.8038
2017-06-05,103.2524,153.63,62.202,77.0965,98.0806
2017-06-06,102.2637,152.81,62.0956,75.819,98.1201
2017-06-07,102.6708,153.12,61.4568,76.0303,98.308
2017-06-08,101.1199,154.71,60.2373,75.819,97.6852
2017-06-09,102.38,149.6,60.1889,76.2897,96.8251
2017-06-12,103.7565,148.44,59.3179,76.1167,94.9961
2017-06-13,103.2912,150.68,58.9598,76.3857,96.5186
2017-06-14,102.8841,150.25,58.3307,76.7507,95.8463
2017-06-15,102.729,149.8,58.1565,75.7998,95.1444
2017-06-16,102.2734,150.64,58.2049,72.2744,94.8775
2017-06-19,102.1377,152.87,58.9404,72.5242,95.876
2017-06-20,100.7516,152.25,57.9339,72.5626,94.9763
2017-06-21,101.5852,153.91,58.0307,73.235,95.4608
2017-06-22,101.023,153.4,57.5952,72.5434,95.3619
2017-06-23,101.1587,155.07,57.8855,71.8902,95.3224
2017-06-26,102.3316,153.59,57.721,72.5242,95.5794
2017-06-27,102.1765,150.58,57.0629,73.0141,94.6995
2017-06-28,103.582,153.24,57.2758,73.4944,95.1345
2017-06-29,102.4673,151.04,56.4822,72.9372,93.3451
2017-06-30,102.9907,150.98,56.4338,72.6971,93.444
2017-07-03,104.1636,148.43,56.3757,72.3897,92.3664
2017-07-05,102.3897,150.34,56.0757,72.3513,93.2166
2017-07-06,100.9249,148.82,55.7466,72.4953,92.663
2017-07-07,100.8956,151.44,56.1725,72.3609,94.6402
2017-07-10,101.1593,153.5,55.9499,70.3436,92.317
2017-07-11,101.4034,155.27,56.037,70.5742,92.574
2017-07-12,101.9307,158.9,56.6564,71.0256,93.009
2017-07-13,101.8428,159.26,56.5015,72.0919,92.5839
2017-07-14,102.6241,159.97,56.8693,73.3311,92.5542
2017-07-17,102.3311,159.73,56.4531,73.3599,92.7424
2017-07-18,103.2686,162.86,56.337,73.1966,92.9206
2017-07-19,104.3135,164.14,56.2402,72.8796,93.0988
2017-07-20,104.8408,164.53,56.1628,73.0237,92.5444
2017-07-21,104.5771,164.43,56.1144,73.1485,92.0692
2017-07-24,104.4892,166.0,56.1531,73.8594,92.9899
2017-07-25,103.9228,165.28,56.6661,75.4251,93.5146
2017-07-26,104.4306,165.61,56.0757,75.7901,91.7425
2017-07-27,107.4188,170.44,57.5855,76.6355,91.3366
2017-07-28,107.3798,172.45,52.2625,76.6643,88.6537
2017-07-31,107.3505,169.25,52.2431,76.8372,87.8122
2017-08-01,108.0145,169.86,52.969,77.3271,86.9212
2017-08-02,106.1201,169.3,53.6465,77.3559,86.4955
2017-08-03,106.5595,168.59,53.8884,77.6825,86.6341
2017-08-04,105.163,169.62,53.6561,77.3079,85.5352
2017-08-07,103.8545,171.98,53.84,78.0763,86.1886
2017-08-08,104.4697,171.23,53.0039,78.3741,85.8421
2017-08-09,100.4171,171.18,52.2456,78.8865,85.4956
2017-08-10,98.9718,167.4,51.5943,77.9682,83.8424
2017-08-11,99.5968,168.08,51.7012,77.7168,84.08
2017-08-14,99.0206,170.75,51.7401,78.0068,84.2482
2017-08-15,99.1281,171.0,51.672,78.0745,84.565
2017-08-16,99.8019,170.0,52.0123,78.2775,85.1293
2017-08-17,99.0011,166.91,51.5651,77.0402,84.4561
2017-08-18,98.3371,167.41,51.2345,76.6632,84.2977
2017-08-21,98.796,167.78,51.672,77.0499,84.4264
2017-08-22,100.3585,169.64,52.9359,77.3495,85.0105
2017-08-23,99.1183,168.71,52.5762,77.2915,83.6939
2017-08-24,99.1378,167.74,52.4401,75.7256,84.7531
2017-08-25,100.0069,166.32,52.8484,76.0059,84.5749
2017-08-28,100.1534,167.24,52.8873,75.4259,83.8523
2017-08-29,100.1632,168.05,52.5956,76.1412,84.2285
2017-08-30,100.4561,169.92,53.0039,75.9189,85.0699
2017-08-31,98.8253,171.97,53.3345,75.4646,86.1688
2017-09-01,99.1183,172.02,53.4025,75.7546,86.6143
2017-09-05,99.216,170.72,53.597,77.1369,86.6539
