1.000000000000000000e+00 0.000000000000000000e+00
9.938441702975688852e-01 2.120204331808983600e-03
9.755282581475768211e-01 4.641295059216982155e-03
9.455032620941838939e-01 8.656068833462426948e-03
9.045084971874737256e-01 1.391430034905209723e-02
8.535533905932737309e-01 2.010348671099793094e-02
7.938926261462365686e-01 2.689882023587635007e-02
7.269952498697733745e-01 3.395656567489216404e-02
6.545084971874737256e-01 4.091740025026902733e-02
5.782172325201154761e-01 4.737352132236091751e-02
5.000000000000000000e-01 5.292429999999999357e-02
4.217827674798845794e-01 5.713321271252606859e-02
3.454915028125263299e-01 5.957469993528279051e-02
2.730047501302266255e-01 5.982573541232604625e-02
2.061073738537634870e-01 5.767983320529528751e-02
1.464466094067262691e-01 5.305394437923077050e-02
9.549150281252632988e-02 4.604890046158151284e-02
5.449673790581610611e-02 3.682192386786797139e-02
2.447174185242323441e-02 2.580947851012963326e-02
6.155829702431170336e-03 1.338809722322473195e-02
0.000000000000000000e+00 0.000000000000000000e+00
6.155829702431114825e-03 -1.338809722322467644e-02
2.447174185242317890e-02 -2.580947851012960897e-02
5.449673790581605060e-02 -3.682192386786795057e-02
9.549150281252621886e-02 -4.604890046158149203e-02
1.464466094067261581e-01 -5.305394437923075662e-02
2.061073738537633759e-01 -5.767983320529528057e-02
2.730047501302265145e-01 -5.982573541232603931e-02
3.454915028125262189e-01 -5.957469993528279745e-02
4.217827674798844684e-01 -5.713321271252608247e-02
4.999999999999998890e-01 -5.292430000000000051e-02
5.782172325201153651e-01 -4.737352132236092445e-02
6.545084971874736146e-01 -4.091740025026903427e-02
7.269952498697733745e-01 -3.395656567489216404e-02
7.938926261462364575e-01 -2.689882023587636395e-02
8.535533905932737309e-01 -2.010348671099791706e-02
9.045084971874737256e-01 -1.391430034905209723e-02
9.455032620941838939e-01 -8.656068833462426948e-03
9.755282581475768211e-01 -4.641295059217009911e-03
9.938441702975688852e-01 -2.120204331808983600e-03
1.000000000000000000e+00 0.000000000000000000e+00
